"PaperTitle"	"Year"	"EstimatedCitation"	"Location"	"Longitude"	"Latitude"	"CitationCount"
"in silico model to simulate the radiation response at various fractionation from histopathological images of prostate tumors"	2017	1	"Melbourne, Australia"	144.967148	-37.81753	1
"arfi variance of acceleration voa for noninvasive characterization of human carotid plaques in vivo"	2017	0	"Jeju Island, Korea"	126.533	33.367	0
"tissue classification in a canine model of duchenne muscular dystrophy using quantitative mri parameters"	2017	2	"Jeju Island, Korea"	126.533	33.367	2
"carbon nanotubes handling by human airway epithelium implications for risk assessment"	2009	0	"Genoa, Italy"	8.93898	44.41039	0
"eps encapsulating peritoneal sclerosis nel post trapiantorenale esperienza monocentrica"	2010	0	"Taganrog, Rostov-on-Don, Russia"	39.71691	47.22673	0
"understanding ductal carcinoma in situ invasion using a multiscale agent based model"	2018	0	"Honolulu, Hawaii"	-157.857758	21.30485	0
"the k channel kca3 1 as a novel target for idiopathic pulmonary fibrosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"three dimensional fluid structure interaction analysis of carotid artery models with different calcification patterns"	2019	1	"Berlin, Germany"	13.4023285	52.5014076	1
"hierarchical deep fusion learning framework for lung nodule classification"	2019	0	"New York, USA"	-74.00712	40.71455	0
"simultaneous morphological and biochemical imaging of oral epithelial cancer in a hamster cheek pouch model"	2011	0	"Baltimore, MD, USA"	-76.60926	39.29058	0
"сравнение трех методов лучевой диагностики пирофосфатной артропатии"	2012	0	"Tampere, Finland"	23.76272	61.49786	0
"estimation of extracellular volume from regularized multi shell diffusion mri"	2012	60	"Nice, France"	7.27768	43.70028	53
"from brain connectivity models to identifying foci of a neurological disorder"	2012	10	"Nice, France"	7.27768	43.70028	10
"respiratory motion correction in dynamic mri application to small bowel motility quantification during free breathing"	2013	8	"Nagoya - Japan"	136.919037	35.15065	8
"basal ganglia functional parcellation into specific and overlapping territories with resting state f mri"	2015	0	"New York"	-74.00712	40.71455	0
"confocal autofluorescence spectroscopy of biological tissues"	2004	0	"San Francisco, CA"	-122.429047	37.77986	0
"the effects of mechanical stimulation on proliferation and ctgf expression of human lung fibroblast"	2011	1	"Shanghai, China"	121.4747	31.25516	1
"picro sirius htx stain for blind color decomposition of histopathological prostate tissue"	2014	2	"Beijing"	116.38765	39.90657	2
"diffusion imaging protocol effects on genetic associations"	2012	11	"Barcelona, Spain"	2.16835	41.3875	11
"a multiple instance learning approach toward optimal classification of pathology slides"	2010	33	"Istanbul, Turkey"	28.9638	41.013	33
"effects of freezing brain tissue by a micro cryoprobe on the neuronal circulatory functions"	2011	0	"Anchorage, Alaska, USA"	-149.858246	61.21753	0
"fluorescence guided resections of malignant gliomas using 5 ala"	2010	0	"Rotterdam, The Netherlands"	4.488615	51.98959	0
"a novel thermal treatment modality for controlling breast tumor growth and progression"	2012	2	"San Diego, CA, USA"	-117.1625	32.715	2
"in silico oncology an approximate model of brain tumor mass effect based on directly manipulated free form deformation"	2010	12	"Geneva (CH)"	6.14275	46.20833	12
"feeding owl extracting and representing the content of pathology reports"	2004	17	"Bacelona,Spain"	2.16835	41.3875	17
"bioengineering a complex 3d human breast tissue culture system on silk scaffolds"	2010	0	"New York, NY, USA"	-74.00712	40.71455	0
"quantitative analysis of lymphocytes morphology and motion in intravital microscopic images"	2013	4	"Osaka, Japan"	135.5016	34.68714	4
"compositional and mechanical properties of long bones of osteoactivin mutant mice"	2012	0	"Philadelphia, PA, USA"	-75.16245	39.95228	0
"a lung nodule plasma cells and lupus"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"retrieval of pathology image for breast cancer using plsa model based on texture and pathological features"	2014	15	"Paris"	2.339754	48.8631859	15
"quantitative shear elasticity assessment of liver fibrosis in rat model with shear wave elastography base on acoustic radiation force"	2014	2	"Shenzhen, China"	114.11879	22.55622	2
"bone morphogenetic protein signaling in familial versus idiopathic pulmonary arterial hypertension"	2009	0	"San Diego, California"	-117.1625	32.715	0
"cancer cells detection and pathology quantification utilizing image analysis techniques"	2012	6	"San Diego, CA, USA"	-117.1625	32.715	6
"method of screening the health of persons with high risk for potential lifestyle related diseases using lda"	2015	0	"Lisbon"	-9.15025	38.7257	0
"a convenient pulmonary volume and flow detection system"	2011	0	"Boston, MA, USA"	-71.05674	42.35866	0
"the protective effects of flavonoids from astragalus complanatus on carbon tetrachloride induced hepatic fibrosis in mice"	2010	1	"Valencia-Spain"	-0.37686	39.46899	1
"an elementary analysis of physiologic shock and multi organ failure the autodigestion hypothesis"	2012	7	"San Diego, CA, USA"	-117.1625	32.715	7
"minimally invasive in vivo human lung tissue bioimpedance measurements during the bronchoscopy procedure"	2012	2	"San Diego, CA, USA"	-117.1625	32.715	2
"3d imaging for quantitative assessment of toxicity on vascular development in zebrafish"	2011	4	"Boston, MA, USA"	-71.05674	42.35866	4
"tumor microvasculature response to alternated cold and heat treatment"	2005	9	"Shanghai, China"	121.4747	31.25516	9
"method to support diagnosis of cervical intraepithelial neoplasia cin based on structural analysis of histological images"	2012	4	"Rome, Italy"	12.49564	41.90322	4
"3d ultrasound elastography for early detection of lesions evaluation on a pressure ulcer mimicking phantom"	2007	16	"Lyon, France"	4.82898	45.75939	16
"direct current ablation destroys multi stage fibrosarcomas in rats"	2009	4	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	4
"model and algorithmic support of the automated system for diagnosing the pathology of central nervous system"	2004	0	"Aachen, Germany"	6.08864	50.77823	0
"multispectral optical imaging of skin lesions for detection of malignant melanomas"	2009	19	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	19
"voxelized model of interstitial transport in nervous tissue following direct infusion into white matter"	2007	0	"Lyon, France"	4.82898	45.75939	0
"3d numerical simulation of coronary blood flow and its effect on endothelial cell activation"	2009	55	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	17
"vocal fold pathology assessment using pca and lda"	2013	4	"Pattaya, Thailand"	100.901657	12.93469	4
"brain electrical impedance at various frequencies the effect of hypoxia"	2004	15	"San Francisco, California, USA "	-122.429047	37.77986	15
"in vivo optical spectroscopy of acoustically induced blood stasis"	2005	3	"Shanghai, China"	121.4747	31.25516	3
"an intelligent system to detect crohn s disease inflammation in wireless capsule endoscopy videos"	2010	13	"Rotterdam, The Netherlands"	4.488615	51.98959	13
"detection of circulating melanoma cells in human blood using photoacoustic flowmetry"	2009	30	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	30
"surface parameterisation of the utero placental interface using 3d power doppler ultrasound"	2011	3	"Chicago, IL, USA"	-87.63245	41.88425	3
"study of 99mtc trodat 1 imaging on human brain with children autism by single photon emission computed tomography"	2005	8	"Shanghai, China"	121.4747	31.25516	8
"comparison of two devices and two breathing patterns for exhaled breath condensate sampling"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"treating mouse and rat tumors with direct current"	1995	0	"Montreal, Canada"	-73.55468	45.5124	0
"identification of vocal fold pathology based on mel frequency band energy coefficients and singular value decomposition"	2009	14	"Kuala Lumpur, Malaysia"	101.694031	3.14777	14
"machine learning classification of mri features of alzheimer s disease and mild cognitive impairment subjects to reduce the sample size in clinical trials"	2011	22	"Boston, MA, USA"	-71.05674	42.35866	22
"advances in hyperthermia technology"	2005	9	"Shanghai, China"	121.4747	31.25516	9
"pulmonary alveolar proteinosis due to monocytopenia lung transplant or haematopoeitic stem cell transplant"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"automation of the detection of lung cancer cells in minimal samples of bronchioalveolar lavage"	2008	1	"Paris, France"	2.339754	48.8631859	1
"fully automatic hippocampus segmentation discriminates between early alzheimer s disease and normal aging"	2008	17	"Paris, France"	2.339754	48.8631859	17
"creating a rule based system for text mining of norwegian breast cancer pathology reports"	2015	12	"Lisbon, Portugal"	-9.15025	38.7257	12
"identification of amyloid plaques in mouse brain tissue slides using quantitative phase imaging"	2015	0	"San Jose, CA, USA"	-121.9	37.3333321	0
"lipids profile of obese sudanese women aged 40 50 years case study wed medani area"	2013	0	"Barcelona, Spain"	2.16835	41.3875	0
"analysis of white blood cell dynamics in nailfold capillaries"	2015	4	"Milan, Italy"	9.18109	45.46888	4
"automatic detection of necrosis normoxia and hypoxia in tumors from multimodal cytological images"	2015	3	"Quebec, Canada"	-72.452095	53.212738	3
"carbonated hydroxyapatite inflammation s responses on local rabbits"	2014	0	"Zurich, Switzerland"	8.53956	47.37707	0
"image guided bronchoscopic sampling of peripheral lesions a human study"	2010	4	"New Orleans, Louisiana"	-90.07775	29.9537	4
"a case of bronchocentric granulomatosis following treatment for non hodgkin lymphoma"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"absence of cox 2 in bone marrow derived inflammatory cells exacerbates hypoxia induced pulmonary hypertension and vascular remodeling"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"clinical aspects of non small cell lung cancer harboring eml4 alk fusion gene in tohoku university hospital"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"antioxidative effects of monoterpenes 1 8 cineol compared with budesonide bud on superoxide o2 production in human monocytes new evidence for co medication in copd and sinusitis"	2009	2	"San Diego, California"	-117.1625	32.715	2
"stat3 downstream genes serve as biomarkers in human lung carcinomas and chronic obstructive pulmonary disease"	2009	0	"San Diego, California"	-117.1625	32.715	0
"integration of genomics with genetics molecular phenotypes for cystic fibrosis cf lung disease"	2010	1	"New Orleans, Louisiana"	-90.07775	29.9537	1
"semi quantitative assessment of localized pulmonary inflammation by magnetic resonance imaging in patients with mild allergic asthma following segmental allergen challenge"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"effect of serum vitamin d 25 oh levels on outcome in patients with cystic fibrosis undergoing lung transplantation"	2010	2	"New Orleans, Louisiana"	-90.07775	29.9537	2
"clinical improvement in biopsy proven sarcoidosis associated with allergic diseases"	2009	0	"San Diego, California"	-117.1625	32.715	0
"fibrocytes are more readily detected in lung than circulation of ipf patients"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"bacterial infection triggers exacerbation of established pulmonary fibrosis in mice impact on lung protective immunity"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"cartilage oligomeric matrix protein is a potential biomarker for idiopathic pulmonary fibrosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"protective effects of phosphoinositide 3 kinase inhibitor on pancreatic elastase induced acute lung injury and emphysema in wistar rats"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"slowly progressive lung fibrosis dominant in right upper lobe after encapsulated pleurisy induced by cabergoline in a patient with parkinsonism"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"a role for fizz2 relm in pulmonary fibrosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"alveolar macrophages are integral to compensatory lung regrowth in mice after pneumonectomy"	2009	0	"San Diego, California"	-117.1625	32.715	0
"neuroepithelial bodies in the developing airways of the mouse lung are surrounded by a distinct population of secretory precursors"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
